"method","seed","variable","group","direction","weight"
"SGL-WQS (unweighted, lambda=0)",1234,"URXMAD","Aromatic hydrocarbons","Positive",0.539323785104828
"SGL-WQS (unweighted, lambda=0)",1234,"URXPHG","Aromatic hydrocarbons","Positive",0
"SGL-WQS (unweighted, lambda=0)",1234,"URXDHB","Dienes/alkenes/epoxides","Positive",1
"SGL-WQS (unweighted, lambda=0)",1234,"URXMB3","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (unweighted, lambda=0)",1234,"URXIPM3","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (unweighted, lambda=0)",1234,"URXHP2","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (unweighted, lambda=0)",1234,"URXAAM","Nitrile/amide/cyanide-related","Positive",0
"SGL-WQS (unweighted, lambda=0)",1234,"URXAMC","Nitrile/amide/cyanide-related","Positive",0.223037130516231
"SGL-WQS (unweighted, lambda=0)",1234,"URXCEM","Nitrile/amide/cyanide-related","Positive",0.414578524444486
"SGL-WQS (unweighted, lambda=0)",1234,"URXCYM","Nitrile/amide/cyanide-related","Positive",0.184841079380263
"SGL-WQS (unweighted, lambda=0)",1234,"URXATC","Nitrile/amide/cyanide-related","Positive",0.17754326565902
"SGL-WQS (unweighted, lambda=0)",1234,"URXHPM","Reactive aldehydes","Positive",0
"SGL-WQS (unweighted, lambda=0)",1234,"URXPMM","Reactive aldehydes","Positive",1
"SGL-WQS (unweighted, lambda=0)",1234,"URX2MH","Aromatic hydrocarbons","Negative",0.0361821135555519
"SGL-WQS (unweighted, lambda=0)",1234,"URX34M","Aromatic hydrocarbons","Negative",0
"SGL-WQS (unweighted, lambda=0)",1234,"URXBMA","Aromatic hydrocarbons","Negative",0
"SGL-WQS (unweighted, lambda=0)",1234,"URXMAD","Aromatic hydrocarbons","Negative",0
"SGL-WQS (unweighted, lambda=0)",1234,"URXPHG","Aromatic hydrocarbons","Negative",0.963817886444448
"SGL-WQS (unweighted, lambda=0)",1234,"URXDHB","Dienes/alkenes/epoxides","Negative",0
"SGL-WQS (unweighted, lambda=0)",1234,"URXMB3","Dienes/alkenes/epoxides","Negative",0.408805544906797
"SGL-WQS (unweighted, lambda=0)",1234,"URXIPM3","Dienes/alkenes/epoxides","Negative",0.150656460415138
"SGL-WQS (unweighted, lambda=0)",1234,"URXHP2","Dienes/alkenes/epoxides","Negative",0.440537994678065
"SGL-WQS (unweighted, lambda=0)",1234,"URXAAM","Nitrile/amide/cyanide-related","Negative",1
"SGL-WQS (unweighted, lambda=0)",1234,"URXAMC","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (unweighted, lambda=0)",1234,"URXCEM","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (unweighted, lambda=0)",1234,"URXCYM","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (unweighted, lambda=0)",1234,"URXATC","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (unweighted, lambda=0)",1234,"URXHPM","Reactive aldehydes","Negative",1
"SGL-WQS (unweighted, lambda=0)",1234,"URXPMM","Reactive aldehydes","Negative",0
"SGL-WQS (unweighted, lambda.min path)",1234,"URX2MH","Aromatic hydrocarbons","Positive",0
"SGL-WQS (unweighted, lambda.min path)",1234,"URX34M","Aromatic hydrocarbons","Positive",0.0341796398533026
"SGL-WQS (unweighted, lambda.min path)",1234,"URXBMA","Aromatic hydrocarbons","Positive",0.438694455889232
"SGL-WQS (unweighted, lambda.min path)",1234,"URXMAD","Aromatic hydrocarbons","Positive",0.527125904257466
"SGL-WQS (unweighted, lambda.min path)",1234,"URXPHG","Aromatic hydrocarbons","Positive",0
"SGL-WQS (unweighted, lambda.min path)",1234,"URXDHB","Dienes/alkenes/epoxides","Positive",1
"SGL-WQS (unweighted, lambda.min path)",1234,"URXMB3","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (unweighted, lambda.min path)",1234,"URXIPM3","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (unweighted, lambda.min path)",1234,"URXHP2","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (unweighted, lambda.min path)",1234,"URXAAM","Nitrile/amide/cyanide-related","Positive",0
"SGL-WQS (unweighted, lambda.min path)",1234,"URXAMC","Nitrile/amide/cyanide-related","Positive",0.230624761899029
"SGL-WQS (unweighted, lambda.min path)",1234,"URXCEM","Nitrile/amide/cyanide-related","Positive",0.421090740603747
"SGL-WQS (unweighted, lambda.min path)",1234,"URXCYM","Nitrile/amide/cyanide-related","Positive",0.162521990177625
"SGL-WQS (unweighted, lambda.min path)",1234,"URXATC","Nitrile/amide/cyanide-related","Positive",0.185762507319599
"SGL-WQS (unweighted, lambda.min path)",1234,"URXHPM","Reactive aldehydes","Positive",0
"SGL-WQS (unweighted, lambda.min path)",1234,"URXPMM","Reactive aldehydes","Positive",1
"SGL-WQS (unweighted, lambda.min path)",1234,"URX2MH","Aromatic hydrocarbons","Negative",0.0368108540448459
"SGL-WQS (unweighted, lambda.min path)",1234,"URX34M","Aromatic hydrocarbons","Negative",0
"SGL-WQS (unweighted, lambda.min path)",1234,"URXBMA","Aromatic hydrocarbons","Negative",0
"SGL-WQS (unweighted, lambda.min path)",1234,"URXMAD","Aromatic hydrocarbons","Negative",0
"SGL-WQS (unweighted, lambda.min path)",1234,"URXPHG","Aromatic hydrocarbons","Negative",0.963189145955154
"SGL-WQS (unweighted, lambda.min path)",1234,"URXDHB","Dienes/alkenes/epoxides","Negative",0
"SGL-WQS (unweighted, lambda.min path)",1234,"URXMB3","Dienes/alkenes/epoxides","Negative",0.38602467261745
"SGL-WQS (unweighted, lambda.min path)",1234,"URXIPM3","Dienes/alkenes/epoxides","Negative",0.134508834549995
"SGL-WQS (unweighted, lambda.min path)",1234,"URXHP2","Dienes/alkenes/epoxides","Negative",0.479466492832555
"SGL-WQS (unweighted, lambda.min path)",1234,"URXAAM","Nitrile/amide/cyanide-related","Negative",1
"SGL-WQS (unweighted, lambda.min path)",1234,"URXAMC","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (unweighted, lambda.min path)",1234,"URXCEM","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (unweighted, lambda.min path)",1234,"URXCYM","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (unweighted, lambda.min path)",1234,"URXATC","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (unweighted, lambda.min path)",1234,"URXHPM","Reactive aldehydes","Negative",1
"SGL-WQS (unweighted, lambda.min path)",1234,"URXPMM","Reactive aldehydes","Negative",0
"SGL-WQS (survey, lambda=0)",1234,"URX2MH","Aromatic hydrocarbons","Positive",0
"SGL-WQS (survey, lambda=0)",1234,"URX34M","Aromatic hydrocarbons","Positive",0
"SGL-WQS (survey, lambda=0)",1234,"URXBMA","Aromatic hydrocarbons","Positive",0
"SGL-WQS (survey, lambda=0)",1234,"URXMAD","Aromatic hydrocarbons","Positive",0
"SGL-WQS (survey, lambda=0)",1234,"URXPHG","Aromatic hydrocarbons","Positive",0
"SGL-WQS (survey, lambda=0)",1234,"URXDHB","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (survey, lambda=0)",1234,"URXMB3","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (survey, lambda=0)",1234,"URXIPM3","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (survey, lambda=0)",1234,"URXHP2","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (survey, lambda=0)",1234,"URXAAM","Nitrile/amide/cyanide-related","Positive",0
"SGL-WQS (survey, lambda=0)",1234,"URXAMC","Nitrile/amide/cyanide-related","Positive",0
"SGL-WQS (survey, lambda=0)",1234,"URXCEM","Nitrile/amide/cyanide-related","Positive",0
"SGL-WQS (survey, lambda=0)",1234,"URXCYM","Nitrile/amide/cyanide-related","Positive",0
"SGL-WQS (survey, lambda=0)",1234,"URXATC","Nitrile/amide/cyanide-related","Positive",0
"SGL-WQS (survey, lambda=0)",1234,"URXHPM","Reactive aldehydes","Positive",0
"SGL-WQS (survey, lambda=0)",1234,"URXPMM","Reactive aldehydes","Positive",0
"SGL-WQS (survey, lambda=0)",1234,"URX2MH","Aromatic hydrocarbons","Negative",0
"SGL-WQS (survey, lambda=0)",1234,"URX34M","Aromatic hydrocarbons","Negative",0
"SGL-WQS (survey, lambda=0)",1234,"URXBMA","Aromatic hydrocarbons","Negative",0
"SGL-WQS (survey, lambda=0)",1234,"URXMAD","Aromatic hydrocarbons","Negative",0
"SGL-WQS (survey, lambda=0)",1234,"URXPHG","Aromatic hydrocarbons","Negative",0
"SGL-WQS (survey, lambda=0)",1234,"URXDHB","Dienes/alkenes/epoxides","Negative",0
"SGL-WQS (survey, lambda=0)",1234,"URXMB3","Dienes/alkenes/epoxides","Negative",0
"SGL-WQS (survey, lambda=0)",1234,"URXIPM3","Dienes/alkenes/epoxides","Negative",0
"SGL-WQS (survey, lambda=0)",1234,"URXHP2","Dienes/alkenes/epoxides","Negative",0
"SGL-WQS (survey, lambda=0)",1234,"URXAAM","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (survey, lambda=0)",1234,"URXAMC","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (survey, lambda=0)",1234,"URXCEM","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (survey, lambda=0)",1234,"URXCYM","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (survey, lambda=0)",1234,"URXATC","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (survey, lambda=0)",1234,"URXHPM","Reactive aldehydes","Negative",0
"SGL-WQS (survey, lambda=0)",1234,"URXPMM","Reactive aldehydes","Negative",0
"SGL-WQS (survey, lambda.min path)",1234,"URX2MH","Aromatic hydrocarbons","Positive",0.0482462287144035
"SGL-WQS (survey, lambda.min path)",1234,"URX34M","Aromatic hydrocarbons","Positive",0.389574047743253
"SGL-WQS (survey, lambda.min path)",1234,"URXBMA","Aromatic hydrocarbons","Positive",0.171086947931367
"SGL-WQS (survey, lambda.min path)",1234,"URXMAD","Aromatic hydrocarbons","Positive",0.391092775610977
"SGL-WQS (survey, lambda.min path)",1234,"URXPHG","Aromatic hydrocarbons","Positive",0
"SGL-WQS (survey, lambda.min path)",1234,"URXDHB","Dienes/alkenes/epoxides","Positive",1
"SGL-WQS (survey, lambda.min path)",1234,"URXMB3","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (survey, lambda.min path)",1234,"URXIPM3","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (survey, lambda.min path)",1234,"URXHP2","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (survey, lambda.min path)",1234,"URXAAM","Nitrile/amide/cyanide-related","Positive",0
"SGL-WQS (survey, lambda.min path)",1234,"URXAMC","Nitrile/amide/cyanide-related","Positive",0.0238266129603803
"SGL-WQS (survey, lambda.min path)",1234,"URXCEM","Nitrile/amide/cyanide-related","Positive",0.67772948058548
"SGL-WQS (survey, lambda.min path)",1234,"URXCYM","Nitrile/amide/cyanide-related","Positive",0
"SGL-WQS (survey, lambda.min path)",1234,"URXATC","Nitrile/amide/cyanide-related","Positive",0.298443906454139
"SGL-WQS (survey, lambda.min path)",1234,"URXHPM","Reactive aldehydes","Positive",0
"SGL-WQS (survey, lambda.min path)",1234,"URXPMM","Reactive aldehydes","Positive",1
"SGL-WQS (survey, lambda.min path)",1234,"URX2MH","Aromatic hydrocarbons","Negative",0
"SGL-WQS (survey, lambda.min path)",1234,"URX34M","Aromatic hydrocarbons","Negative",0
"SGL-WQS (survey, lambda.min path)",1234,"URXBMA","Aromatic hydrocarbons","Negative",0
"SGL-WQS (survey, lambda.min path)",1234,"URXMAD","Aromatic hydrocarbons","Negative",0
"SGL-WQS (survey, lambda.min path)",1234,"URXPHG","Aromatic hydrocarbons","Negative",1
"SGL-WQS (survey, lambda.min path)",1234,"URXDHB","Dienes/alkenes/epoxides","Negative",0
"SGL-WQS (survey, lambda.min path)",1234,"URXMB3","Dienes/alkenes/epoxides","Negative",0.469870134586103
"SGL-WQS (survey, lambda.min path)",1234,"URXIPM3","Dienes/alkenes/epoxides","Negative",0.0120122914043443
"SGL-WQS (survey, lambda.min path)",1234,"URXHP2","Dienes/alkenes/epoxides","Negative",0.518117574009552
"SGL-WQS (survey, lambda.min path)",1234,"URXAAM","Nitrile/amide/cyanide-related","Negative",0.988552631278217
"SGL-WQS (survey, lambda.min path)",1234,"URXAMC","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (survey, lambda.min path)",1234,"URXCEM","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (survey, lambda.min path)",1234,"URXCYM","Nitrile/amide/cyanide-related","Negative",0.0114473687217833
"SGL-WQS (survey, lambda.min path)",1234,"URXATC","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (survey, lambda.min path)",1234,"URXHPM","Reactive aldehydes","Negative",1
"SGL-WQS (survey, lambda.min path)",1234,"URXPMM","Reactive aldehydes","Negative",0
"gWQS",1357,"URXCEM",NA,"Positive",0.170654619592386
"gWQS",1357,"URXCYM",NA,"Positive",0.140286096551716
"gWQS",1357,"URXPMM",NA,"Positive",0.134123235129831
"gWQS",1357,"URX34M",NA,"Positive",0.10372284422614
"gWQS",1357,"URXATC",NA,"Positive",0.100336138762847
"gWQS",1357,"URXBMA",NA,"Positive",0.0967337737529267
"gWQS",1357,"URXMAD",NA,"Positive",0.0801180605281656
"gWQS",1357,"URXAMC",NA,"Positive",0.0784810734606161
"gWQS",1357,"URXDHB",NA,"Positive",0.0434677320205545
"gWQS",1357,"URXAAM",NA,"Positive",0.0119536624756714
"gWQS",1357,"URXHPM",NA,"Positive",0.0109636432386199
"gWQS",1357,"URXHP2",NA,"Positive",0.00749564424122795
"gWQS",1357,"URX2MH",NA,"Positive",0.00694783840532481
"gWQS",1357,"URXPHG",NA,"Positive",0.00561388700227033
"gWQS",1357,"URXIPM3",NA,"Positive",0.00517896991527742
"gWQS",1357,"URXMB3",NA,"Positive",0.00392278069642458
"gWQS",1357,"URXCEM",NA,"Negative",0.0038568244517355
"gWQS",1357,"URXCYM",NA,"Negative",0.00401850669325174
"gWQS",1357,"URXPMM",NA,"Negative",0.00308452710232487
"gWQS",1357,"URX34M",NA,"Negative",0.00388483621584347
"gWQS",1357,"URXATC",NA,"Negative",0.00422527702632797
"gWQS",1357,"URXBMA",NA,"Negative",0.00451204138402021
"gWQS",1357,"URXMAD",NA,"Negative",0.0080239343199256
"gWQS",1357,"URXAMC",NA,"Negative",0.00522925310517115
"gWQS",1357,"URXDHB",NA,"Negative",0.0286425336001146
"gWQS",1357,"URXAAM",NA,"Negative",0.0412838298370657
"gWQS",1357,"URXHPM",NA,"Negative",0.0788150086835649
"gWQS",1357,"URXHP2",NA,"Negative",0.206854076653085
"gWQS",1357,"URX2MH",NA,"Negative",0.0667720079917012
"gWQS",1357,"URXPHG",NA,"Negative",0.263191909313918
"gWQS",1357,"URXIPM3",NA,"Negative",0.0868124085914178
"gWQS",1357,"URXMB3",NA,"Negative",0.190793025030531
"groupWQS",1357,"URX2MH","Aromatic hydrocarbons","Combined",0.0758456845818157
"groupWQS",1357,"URX34M","Aromatic hydrocarbons","Combined",0.0756314341003976
"groupWQS",1357,"URXBMA","Aromatic hydrocarbons","Combined",0.203390733999199
"groupWQS",1357,"URXMAD","Aromatic hydrocarbons","Combined",0.0814813640082929
"groupWQS",1357,"URXPHG","Aromatic hydrocarbons","Combined",0.563650783310227
"groupWQS",1357,"URXDHB","Dienes/alkenes/epoxides","Combined",0.0191583143122275
"groupWQS",1357,"URXMB3","Dienes/alkenes/epoxides","Combined",0.511628366374037
"groupWQS",1357,"URXIPM3","Dienes/alkenes/epoxides","Combined",0.0419203613975242
"groupWQS",1357,"URXHP2","Dienes/alkenes/epoxides","Combined",0.427292957916232
"groupWQS",1357,"URXAAM","Nitrile/amide/cyanide-related","Combined",0.00857959880248399
"groupWQS",1357,"URXAMC","Nitrile/amide/cyanide-related","Combined",0.20175379969493
"groupWQS",1357,"URXCEM","Nitrile/amide/cyanide-related","Combined",0.525041002377993
"groupWQS",1357,"URXCYM","Nitrile/amide/cyanide-related","Combined",0.14190381270427
"groupWQS",1357,"URXATC","Nitrile/amide/cyanide-related","Combined",0.122721786420343
"groupWQS",1357,"URXHPM","Reactive aldehydes","Combined",0.320342132487203
"groupWQS",1357,"URXPMM","Reactive aldehydes","Combined",0.679657867512206
"SGL-WQS (unweighted, lambda=0)",1357,"URX2MH","Aromatic hydrocarbons","Positive",0
"SGL-WQS (unweighted, lambda=0)",1357,"URX34M","Aromatic hydrocarbons","Positive",0.0622608490944023
"SGL-WQS (unweighted, lambda=0)",1357,"URXBMA","Aromatic hydrocarbons","Positive",0.39841536580077
"SGL-WQS (unweighted, lambda=0)",1357,"URXMAD","Aromatic hydrocarbons","Positive",0.539323785104828
"SGL-WQS (unweighted, lambda=0)",1357,"URXPHG","Aromatic hydrocarbons","Positive",0
"SGL-WQS (unweighted, lambda=0)",1357,"URXDHB","Dienes/alkenes/epoxides","Positive",1
"SGL-WQS (unweighted, lambda=0)",1357,"URXMB3","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (unweighted, lambda=0)",1357,"URXIPM3","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (unweighted, lambda=0)",1357,"URXHP2","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (unweighted, lambda=0)",1357,"URXAAM","Nitrile/amide/cyanide-related","Positive",0
"SGL-WQS (unweighted, lambda=0)",1357,"URXAMC","Nitrile/amide/cyanide-related","Positive",0.223037130516231
"SGL-WQS (unweighted, lambda=0)",1357,"URXCEM","Nitrile/amide/cyanide-related","Positive",0.414578524444486
"SGL-WQS (unweighted, lambda=0)",1357,"URXCYM","Nitrile/amide/cyanide-related","Positive",0.184841079380263
"SGL-WQS (unweighted, lambda=0)",1357,"URXATC","Nitrile/amide/cyanide-related","Positive",0.17754326565902
"SGL-WQS (unweighted, lambda=0)",1357,"URXHPM","Reactive aldehydes","Positive",0
"SGL-WQS (unweighted, lambda=0)",1357,"URXPMM","Reactive aldehydes","Positive",1
"SGL-WQS (unweighted, lambda=0)",1357,"URX2MH","Aromatic hydrocarbons","Negative",0.0361821135555519
"SGL-WQS (unweighted, lambda=0)",1357,"URX34M","Aromatic hydrocarbons","Negative",0
"SGL-WQS (unweighted, lambda=0)",1357,"URXBMA","Aromatic hydrocarbons","Negative",0
"SGL-WQS (unweighted, lambda=0)",1357,"URXMAD","Aromatic hydrocarbons","Negative",0
"SGL-WQS (unweighted, lambda=0)",1357,"URXPHG","Aromatic hydrocarbons","Negative",0.963817886444448
"SGL-WQS (unweighted, lambda=0)",1357,"URXDHB","Dienes/alkenes/epoxides","Negative",0
"SGL-WQS (unweighted, lambda=0)",1357,"URXMB3","Dienes/alkenes/epoxides","Negative",0.408805544906797
"SGL-WQS (unweighted, lambda=0)",1357,"URXIPM3","Dienes/alkenes/epoxides","Negative",0.150656460415138
"SGL-WQS (unweighted, lambda=0)",1357,"URXHP2","Dienes/alkenes/epoxides","Negative",0.440537994678065
"SGL-WQS (unweighted, lambda=0)",1357,"URXAAM","Nitrile/amide/cyanide-related","Negative",1
"SGL-WQS (unweighted, lambda=0)",1357,"URXAMC","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (unweighted, lambda=0)",1357,"URXCEM","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (unweighted, lambda=0)",1357,"URXCYM","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (unweighted, lambda=0)",1357,"URXATC","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (unweighted, lambda=0)",1357,"URXHPM","Reactive aldehydes","Negative",1
"SGL-WQS (unweighted, lambda=0)",1357,"URXPMM","Reactive aldehydes","Negative",0
"SGL-WQS (unweighted, lambda.min path)",1357,"URX2MH","Aromatic hydrocarbons","Positive",0
"SGL-WQS (unweighted, lambda.min path)",1357,"URX34M","Aromatic hydrocarbons","Positive",0.0217739754643238
"SGL-WQS (unweighted, lambda.min path)",1357,"URXBMA","Aromatic hydrocarbons","Positive",0.469149450785613
"SGL-WQS (unweighted, lambda.min path)",1357,"URXMAD","Aromatic hydrocarbons","Positive",0.509076573750064
"SGL-WQS (unweighted, lambda.min path)",1357,"URXPHG","Aromatic hydrocarbons","Positive",0
"SGL-WQS (unweighted, lambda.min path)",1357,"URXDHB","Dienes/alkenes/epoxides","Positive",1
"SGL-WQS (unweighted, lambda.min path)",1357,"URXMB3","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (unweighted, lambda.min path)",1357,"URXIPM3","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (unweighted, lambda.min path)",1357,"URXHP2","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (unweighted, lambda.min path)",1357,"URXAAM","Nitrile/amide/cyanide-related","Positive",0
"SGL-WQS (unweighted, lambda.min path)",1357,"URXAMC","Nitrile/amide/cyanide-related","Positive",0.232724605518942
"SGL-WQS (unweighted, lambda.min path)",1357,"URXCEM","Nitrile/amide/cyanide-related","Positive",0.419940116820266
"SGL-WQS (unweighted, lambda.min path)",1357,"URXCYM","Nitrile/amide/cyanide-related","Positive",0.159499622268626
"SGL-WQS (unweighted, lambda.min path)",1357,"URXATC","Nitrile/amide/cyanide-related","Positive",0.187835655392166
"SGL-WQS (unweighted, lambda.min path)",1357,"URXHPM","Reactive aldehydes","Positive",0
"SGL-WQS (unweighted, lambda.min path)",1357,"URXPMM","Reactive aldehydes","Positive",1
"SGL-WQS (unweighted, lambda.min path)",1357,"URX2MH","Aromatic hydrocarbons","Negative",0.035925507498154
"SGL-WQS (unweighted, lambda.min path)",1357,"URX34M","Aromatic hydrocarbons","Negative",0
"SGL-WQS (unweighted, lambda.min path)",1357,"URXBMA","Aromatic hydrocarbons","Negative",0
"SGL-WQS (unweighted, lambda.min path)",1357,"URXMAD","Aromatic hydrocarbons","Negative",0
"SGL-WQS (unweighted, lambda.min path)",1357,"URXPHG","Aromatic hydrocarbons","Negative",0.964074492501846
"SGL-WQS (unweighted, lambda.min path)",1357,"URXDHB","Dienes/alkenes/epoxides","Negative",0
"SGL-WQS (unweighted, lambda.min path)",1357,"URXMB3","Dienes/alkenes/epoxides","Negative",0.380536598963405
"SGL-WQS (unweighted, lambda.min path)",1357,"URXIPM3","Dienes/alkenes/epoxides","Negative",0.129259192633558
"SGL-WQS (unweighted, lambda.min path)",1357,"URXHP2","Dienes/alkenes/epoxides","Negative",0.490204208403037
"SGL-WQS (unweighted, lambda.min path)",1357,"URXAAM","Nitrile/amide/cyanide-related","Negative",1
"SGL-WQS (unweighted, lambda.min path)",1357,"URXAMC","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (unweighted, lambda.min path)",1357,"URXCEM","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (unweighted, lambda.min path)",1357,"URXCYM","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (unweighted, lambda.min path)",1357,"URXATC","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (unweighted, lambda.min path)",1357,"URXHPM","Reactive aldehydes","Negative",1
"SGL-WQS (unweighted, lambda.min path)",1357,"URXPMM","Reactive aldehydes","Negative",0
"SGL-WQS (survey, lambda=0)",1357,"URX2MH","Aromatic hydrocarbons","Positive",0
"SGL-WQS (survey, lambda=0)",1357,"URX34M","Aromatic hydrocarbons","Positive",0
"SGL-WQS (survey, lambda=0)",1357,"URXBMA","Aromatic hydrocarbons","Positive",0
"SGL-WQS (survey, lambda=0)",1357,"URXMAD","Aromatic hydrocarbons","Positive",0
"SGL-WQS (survey, lambda=0)",1357,"URXPHG","Aromatic hydrocarbons","Positive",0
"SGL-WQS (survey, lambda=0)",1357,"URXDHB","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (survey, lambda=0)",1357,"URXMB3","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (survey, lambda=0)",1357,"URXIPM3","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (survey, lambda=0)",1357,"URXHP2","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (survey, lambda=0)",1357,"URXAAM","Nitrile/amide/cyanide-related","Positive",0
"SGL-WQS (survey, lambda=0)",1357,"URXAMC","Nitrile/amide/cyanide-related","Positive",0
"SGL-WQS (survey, lambda=0)",1357,"URXCEM","Nitrile/amide/cyanide-related","Positive",0
"SGL-WQS (survey, lambda=0)",1357,"URXCYM","Nitrile/amide/cyanide-related","Positive",0
"SGL-WQS (survey, lambda=0)",1357,"URXATC","Nitrile/amide/cyanide-related","Positive",0
"SGL-WQS (survey, lambda=0)",1357,"URXHPM","Reactive aldehydes","Positive",0
"SGL-WQS (survey, lambda=0)",1357,"URXPMM","Reactive aldehydes","Positive",0
"SGL-WQS (survey, lambda=0)",1357,"URX2MH","Aromatic hydrocarbons","Negative",0
"SGL-WQS (survey, lambda=0)",1357,"URX34M","Aromatic hydrocarbons","Negative",0
"SGL-WQS (survey, lambda=0)",1357,"URXBMA","Aromatic hydrocarbons","Negative",0
"SGL-WQS (survey, lambda=0)",1357,"URXMAD","Aromatic hydrocarbons","Negative",0
"SGL-WQS (survey, lambda=0)",1357,"URXPHG","Aromatic hydrocarbons","Negative",0
"SGL-WQS (survey, lambda=0)",1357,"URXDHB","Dienes/alkenes/epoxides","Negative",0
"SGL-WQS (survey, lambda=0)",1357,"URXMB3","Dienes/alkenes/epoxides","Negative",0
"SGL-WQS (survey, lambda=0)",1357,"URXIPM3","Dienes/alkenes/epoxides","Negative",0
"SGL-WQS (survey, lambda=0)",1357,"URXHP2","Dienes/alkenes/epoxides","Negative",0
"SGL-WQS (survey, lambda=0)",1357,"URXAAM","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (survey, lambda=0)",1357,"URXAMC","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (survey, lambda=0)",1357,"URXCEM","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (survey, lambda=0)",1357,"URXCYM","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (survey, lambda=0)",1357,"URXATC","Nitrile/amide/cyanide-related","Negative",0
"SGL-WQS (survey, lambda=0)",1357,"URXHPM","Reactive aldehydes","Negative",0
"SGL-WQS (survey, lambda=0)",1357,"URXPMM","Reactive aldehydes","Negative",0
"SGL-WQS (survey, lambda.min path)",1357,"URX2MH","Aromatic hydrocarbons","Positive",0.0482462287144035
"SGL-WQS (survey, lambda.min path)",1357,"URX34M","Aromatic hydrocarbons","Positive",0.389574047743253
"SGL-WQS (survey, lambda.min path)",1357,"URXBMA","Aromatic hydrocarbons","Positive",0.171086947931367
"SGL-WQS (survey, lambda.min path)",1357,"URXMAD","Aromatic hydrocarbons","Positive",0.391092775610977
"SGL-WQS (survey, lambda.min path)",1357,"URXPHG","Aromatic hydrocarbons","Positive",0
"SGL-WQS (survey, lambda.min path)",1357,"URXDHB","Dienes/alkenes/epoxides","Positive",1
"SGL-WQS (survey, lambda.min path)",1357,"URXMB3","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (survey, lambda.min path)",1357,"URXIPM3","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (survey, lambda.min path)",1357,"URXHP2","Dienes/alkenes/epoxides","Positive",0
"SGL-WQS (survey, lambda.min path)",1357,"URXAAM","Nitrile/amide/cyanide-related","Positive",0
"SGL-WQS (survey, lambda.min path)",1357,"URXAMC","Nitrile/amide/cyanide-related","Positive",0.0238266129603803
"SGL-WQS (survey, lambda.min path)",1357,"URXCEM","Nitrile/amide/cyanide-related","Positive",0.67772948058548
"SGL-WQS (survey, lambda.min path)",1357,"URXCYM","Nitrile/amide/cyanide-related","Positive",0
