"method","seed","term","group","direction","estimate","std_error","p_value"
"SGL-WQS (survey, lambda.min path)",1123,"Dienes_alkenes_epoxides_neg","Dienes/alkenes/epoxides","Negative",-0.169308832192932,0.0327303731923147,0.00129104238259471
"SGL-WQS (survey, lambda.min path)",1123,"Nitrile_amide_cyanide_related_neg","Nitrile/amide/cyanide-related","Negative",-0.0684863171611347,0.0286943080336806,0.048399015041398
"gWQS",1234,"pwqs","Overall mixture","Positive",0.186666903356769,0.0954253785164463,0.0507822660556358
"gWQS",1234,"nwqs","Overall mixture","Negative",-0.17914436331148,0.0839940902523937,0.0332325931577064
"groupWQS",1234,"GWQS1","Aromatic hydrocarbons","Combined",-0.0612642839773241,0.0564997672017919,0.278538063066079
"groupWQS",1234,"GWQS2","Dienes/alkenes/epoxides","Combined",-0.103271621414351,0.0500469216563428,0.0393797335131218
"groupWQS",1234,"GWQS3","Nitrile/amide/cyanide-related","Combined",0.141303022200678,0.0579723361034166,0.015003990707535
"groupWQS",1234,"GWQS4","Reactive aldehydes","Combined",0.0430766638425029,0.0501271932840869,0.390400130244489
"SGL-WQS (unweighted, lambda=0)",1234,"Aromatic_hydrocarbons_pos","Aromatic hydrocarbons","Positive",0.0637222423744336,0.0289664414565545,0.0279266820155842
"SGL-WQS (unweighted, lambda=0)",1234,"Dienes_alkenes_epoxides_pos","Dienes/alkenes/epoxides","Positive",0.0505287198551155,0.0277881372642165,0.0691542341309376
"SGL-WQS (unweighted, lambda=0)",1234,"Nitrile_amide_cyanide_related_pos","Nitrile/amide/cyanide-related","Positive",0.206160106822262,0.0386033384153154,1.02874290379591e-07
"SGL-WQS (unweighted, lambda=0)",1234,"Reactive_aldehydes_pos","Reactive aldehydes","Positive",0.065239425892528,0.0261246118499283,0.0125935493530599
"SGL-WQS (unweighted, lambda=0)",1234,"Aromatic_hydrocarbons_neg","Aromatic hydrocarbons","Negative",-0.100495925217755,0.0250573059598072,6.2702683168774e-05
"SGL-WQS (unweighted, lambda=0)",1234,"Dienes_alkenes_epoxides_neg","Dienes/alkenes/epoxides","Negative",-0.152499830773159,0.032974506827608,3.98155317372046e-06
"SGL-WQS (unweighted, lambda=0)",1234,"Nitrile_amide_cyanide_related_neg","Nitrile/amide/cyanide-related","Negative",-0.0430806801604577,0.0214346920559355,0.0445757933032246
"SGL-WQS (unweighted, lambda=0)",1234,"Reactive_aldehydes_neg","Reactive aldehydes","Negative",-0.0445682640978355,0.0254779158175302,0.0803890923675073
"SGL-WQS (unweighted, lambda.min path)",1234,"Aromatic_hydrocarbons_pos","Aromatic hydrocarbons","Positive",0.0607318752773225,0.0277224418501216,0.0285838269104537
"SGL-WQS (unweighted, lambda.min path)",1234,"Dienes_alkenes_epoxides_pos","Dienes/alkenes/epoxides","Positive",0.0495557649366999,0.0277767921128832,0.074558592600155
"SGL-WQS (unweighted, lambda.min path)",1234,"Nitrile_amide_cyanide_related_pos","Nitrile/amide/cyanide-related","Positive",0.203132440463563,0.038099532817237,1.07944408635425e-07
"SGL-WQS (unweighted, lambda.min path)",1234,"Reactive_aldehydes_pos","Reactive aldehydes","Positive",0.0627314268181235,0.0258573959995108,0.0153489594387435
"SGL-WQS (unweighted, lambda.min path)",1234,"Aromatic_hydrocarbons_neg","Aromatic hydrocarbons","Negative",-0.0985172696512561,0.0248756183596197,7.73563179518198e-05
"SGL-WQS (unweighted, lambda.min path)",1234,"Dienes_alkenes_epoxides_neg","Dienes/alkenes/epoxides","Negative",-0.146272519252189,0.0319183922169586,4.86349137744154e-06
"SGL-WQS (unweighted, lambda.min path)",1234,"Nitrile_amide_cyanide_related_neg","Nitrile/amide/cyanide-related","Negative",-0.0425119378877179,0.0214293170097784,0.0474076528083324
"SGL-WQS (unweighted, lambda.min path)",1234,"Reactive_aldehydes_neg","Reactive aldehydes","Negative",-0.0444322855770455,0.0254535594416536,0.0810250734962801
"SGL-WQS (survey, lambda.min path)",1234,"Aromatic_hydrocarbons_pos","Aromatic hydrocarbons","Positive",0.0710474690950158,0.044760237013899,0.156468901576321
"SGL-WQS (survey, lambda.min path)",1234,"Dienes_alkenes_epoxides_pos","Dienes/alkenes/epoxides","Positive",0.0708146510856851,0.0336813056438985,0.0735999553312354
"SGL-WQS (survey, lambda.min path)",1234,"Nitrile_amide_cyanide_related_pos","Nitrile/amide/cyanide-related","Positive",0.170797968833926,0.0432130141308916,0.00551457344316381
"SGL-WQS (survey, lambda.min path)",1234,"Reactive_aldehydes_pos","Reactive aldehydes","Positive",0.0751913788042394,0.0286045901159343,0.0339793467765964
"SGL-WQS (survey, lambda.min path)",1234,"Aromatic_hydrocarbons_neg","Aromatic hydrocarbons","Negative",-0.11552760595841,0.0331917891096718,0.0102578396073976
"SGL-WQS (survey, lambda.min path)",1234,"Dienes_alkenes_epoxides_neg","Dienes/alkenes/epoxides","Negative",-0.178773059966551,0.032695866923091,0.000938095497449804
"SGL-WQS (survey, lambda.min path)",1234,"Nitrile_amide_cyanide_related_neg","Nitrile/amide/cyanide-related","Negative",-0.06516484801346,0.0267330517067787,0.0449159394016303
"gWQS",1357,"pwqs","Overall mixture","Positive",0.226421267148793,0.094090860660442,0.0163350625158894
"gWQS",1357,"nwqs","Overall mixture","Negative",-0.149008832712307,0.0834016293463534,0.0743725631291383
"groupWQS",1357,"GWQS1","Aromatic hydrocarbons","Combined",-0.0624500481517125,0.0454374286159887,0.169687256015689
"groupWQS",1357,"GWQS2","Dienes/alkenes/epoxides","Combined",-0.0834859780782792,0.0495084150712737,0.0921186644189657
"groupWQS",1357,"GWQS3","Nitrile/amide/cyanide-related","Combined",0.08477354857537,0.052248414809517,0.105078678629651
"groupWQS",1357,"GWQS4","Reactive aldehydes","Combined",0.0634521807055775,0.0472155941900392,0.179358307183405
"SGL-WQS (unweighted, lambda=0)",1357,"Aromatic_hydrocarbons_pos","Aromatic hydrocarbons","Positive",0.0637222423744336,0.0289664414565545,0.0279266820155842
"SGL-WQS (unweighted, lambda=0)",1357,"Dienes_alkenes_epoxides_pos","Dienes/alkenes/epoxides","Positive",0.0505287198551155,0.0277881372642165,0.0691542341309376
"SGL-WQS (unweighted, lambda=0)",1357,"Nitrile_amide_cyanide_related_pos","Nitrile/amide/cyanide-related","Positive",0.206160106822262,0.0386033384153154,1.02874290379591e-07
"SGL-WQS (unweighted, lambda=0)",1357,"Reactive_aldehydes_pos","Reactive aldehydes","Positive",0.065239425892528,0.0261246118499283,0.0125935493530599
"SGL-WQS (unweighted, lambda=0)",1357,"Aromatic_hydrocarbons_neg","Aromatic hydrocarbons","Negative",-0.100495925217755,0.0250573059598072,6.2702683168774e-05
"SGL-WQS (unweighted, lambda=0)",1357,"Dienes_alkenes_epoxides_neg","Dienes/alkenes/epoxides","Negative",-0.152499830773159,0.032974506827608,3.98155317372046e-06
"SGL-WQS (unweighted, lambda=0)",1357,"Nitrile_amide_cyanide_related_neg","Nitrile/amide/cyanide-related","Negative",-0.0430806801604577,0.0214346920559355,0.0445757933032246
"SGL-WQS (unweighted, lambda=0)",1357,"Reactive_aldehydes_neg","Reactive aldehydes","Negative",-0.0445682640978355,0.0254779158175302,0.0803890923675073
"SGL-WQS (unweighted, lambda.min path)",1357,"Aromatic_hydrocarbons_pos","Aromatic hydrocarbons","Positive",0.058681850107754,0.026920322751856,0.0293820633337582
"SGL-WQS (unweighted, lambda.min path)",1357,"Dienes_alkenes_epoxides_pos","Dienes/alkenes/epoxides","Positive",0.0495148417240797,0.0277657445754973,0.0746828511100718
"SGL-WQS (unweighted, lambda.min path)",1357,"Nitrile_amide_cyanide_related_pos","Nitrile/amide/cyanide-related","Positive",0.202726126585182,0.0380420234858365,1.09492004197144e-07
"SGL-WQS (unweighted, lambda.min path)",1357,"Reactive_aldehydes_pos","Reactive aldehydes","Positive",0.062176941686601,0.0257785705197453,0.0159534271137537
"SGL-WQS (unweighted, lambda.min path)",1357,"Aromatic_hydrocarbons_neg","Aromatic hydrocarbons","Negative",-0.0973437846170117,0.0247296864660459,8.5476518585882e-05
"SGL-WQS (unweighted, lambda.min path)",1357,"Dienes_alkenes_epoxides_neg","Dienes/alkenes/epoxides","Negative",-0.144408883578581,0.0316093597551123,5.20019713298427e-06
"SGL-WQS (unweighted, lambda.min path)",1357,"Nitrile_amide_cyanide_related_neg","Nitrile/amide/cyanide-related","Negative",-0.042477404108989,0.0214292245068403,0.0475868398087884
"SGL-WQS (unweighted, lambda.min path)",1357,"Reactive_aldehydes_neg","Reactive aldehydes","Negative",-0.0442561545727326,0.0254377774297664,0.0820461583521527
"SGL-WQS (survey, lambda.min path)",1357,"Aromatic_hydrocarbons_pos","Aromatic hydrocarbons","Positive",0.0710474690950158,0.044760237013899,0.156468901576321
"SGL-WQS (survey, lambda.min path)",1357,"Dienes_alkenes_epoxides_pos","Dienes/alkenes/epoxides","Positive",0.0708146510856851,0.0336813056438985,0.0735999553312354
"SGL-WQS (survey, lambda.min path)",1357,"Nitrile_amide_cyanide_related_pos","Nitrile/amide/cyanide-related","Positive",0.170797968833926,0.0432130141308916,0.00551457344316381
"SGL-WQS (survey, lambda.min path)",1357,"Reactive_aldehydes_pos","Reactive aldehydes","Positive",0.0751913788042394,0.0286045901159343,0.0339793467765964
"SGL-WQS (survey, lambda.min path)",1357,"Aromatic_hydrocarbons_neg","Aromatic hydrocarbons","Negative",-0.11552760595841,0.0331917891096718,0.0102578396073976
"SGL-WQS (survey, lambda.min path)",1357,"Dienes_alkenes_epoxides_neg","Dienes/alkenes/epoxides","Negative",-0.178773059966551,0.032695866923091,0.000938095497449804
"SGL-WQS (survey, lambda.min path)",1357,"Nitrile_amide_cyanide_related_neg","Nitrile/amide/cyanide-related","Negative",-0.06516484801346,0.0267330517067787,0.0449159394016303
"gWQS",1500,"pwqs","Overall mixture","Positive",0.243903347981941,0.0910810693090895,0.00755738439746606
"gWQS",1500,"nwqs","Overall mixture","Negative",-0.248877045722828,0.0858636069780373,0.00384932896956687
"groupWQS",1500,"GWQS1","Aromatic hydrocarbons","Combined",-0.0637536816664416,0.0493587284738764,0.196845973500031
"groupWQS",1500,"GWQS2","Dienes/alkenes/epoxides","Combined",-0.0879973632243649,0.0476514510651164,0.0651525202679802
"groupWQS",1500,"GWQS3","Nitrile/amide/cyanide-related","Combined",0.08153794421655,0.053446784158411,0.127497287509001
"groupWQS",1500,"GWQS4","Reactive aldehydes","Combined",0.0537351316602797,0.0436037334250658,0.218170990805195
"SGL-WQS (unweighted, lambda=0)",1500,"Aromatic_hydrocarbons_pos","Aromatic hydrocarbons","Positive",0.0637222423744336,0.0289664414565545,0.0279266820155842
"SGL-WQS (unweighted, lambda=0)",1500,"Dienes_alkenes_epoxides_pos","Dienes/alkenes/epoxides","Positive",0.0505287198551155,0.0277881372642165,0.0691542341309376
"SGL-WQS (unweighted, lambda=0)",1500,"Nitrile_amide_cyanide_related_pos","Nitrile/amide/cyanide-related","Positive",0.206160106822262,0.0386033384153154,1.02874290379591e-07
"SGL-WQS (unweighted, lambda=0)",1500,"Reactive_aldehydes_pos","Reactive aldehydes","Positive",0.065239425892528,0.0261246118499283,0.0125935493530599
"SGL-WQS (unweighted, lambda=0)",1500,"Aromatic_hydrocarbons_neg","Aromatic hydrocarbons","Negative",-0.100495925217755,0.0250573059598072,6.2702683168774e-05
"SGL-WQS (unweighted, lambda=0)",1500,"Dienes_alkenes_epoxides_neg","Dienes/alkenes/epoxides","Negative",-0.152499830773159,0.032974506827608,3.98155317372046e-06
"SGL-WQS (unweighted, lambda=0)",1500,"Nitrile_amide_cyanide_related_neg","Nitrile/amide/cyanide-related","Negative",-0.0430806801604577,0.0214346920559355,0.0445757933032246
"SGL-WQS (unweighted, lambda=0)",1500,"Reactive_aldehydes_neg","Reactive aldehydes","Negative",-0.0445682640978355,0.0254779158175302,0.0803890923675073
"SGL-WQS (unweighted, lambda.min path)",1500,"Aromatic_hydrocarbons_pos","Aromatic hydrocarbons","Positive",0.0593131951386415,0.0271622675461981,0.029099061281358
"SGL-WQS (unweighted, lambda.min path)",1500,"Dienes_alkenes_epoxides_pos","Dienes/alkenes/epoxides","Positive",0.0495054223105911,0.027769468399504,0.0747770230443633
"SGL-WQS (unweighted, lambda.min path)",1500,"Nitrile_amide_cyanide_related_pos","Nitrile/amide/cyanide-related","Positive",0.202799771162021,0.0380502279936921,1.09025365522573e-07
"SGL-WQS (unweighted, lambda.min path)",1500,"Reactive_aldehydes_pos","Reactive aldehydes","Positive",0.0623278472338053,0.0258003374854413,0.0157877817729288
"SGL-WQS (unweighted, lambda.min path)",1500,"Aromatic_hydrocarbons_neg","Aromatic hydrocarbons","Negative",-0.0977219430571697,0.0247800744653008,8.29485398792618e-05
"SGL-WQS (unweighted, lambda.min path)",1500,"Dienes_alkenes_epoxides_neg","Dienes/alkenes/epoxides","Negative",-0.144915874376612,0.0316941606765338,5.10833389912365e-06
"SGL-WQS (unweighted, lambda.min path)",1500,"Nitrile_amide_cyanide_related_neg","Nitrile/amide/cyanide-related","Negative",-0.042474641312412,0.0214291356039771,0.0476003556646173
"SGL-WQS (unweighted, lambda.min path)",1500,"Reactive_aldehydes_neg","Reactive aldehydes","Negative",-0.0443122406519417,0.025442584351345,0.0817171246037816
"SGL-WQS (survey, lambda.min path)",1500,"Aromatic_hydrocarbons_pos","Aromatic hydrocarbons","Positive",0.0710474690950158,0.044760237013899,0.156468901576321
"SGL-WQS (survey, lambda.min path)",1500,"Dienes_alkenes_epoxides_pos","Dienes/alkenes/epoxides","Positive",0.0708146510856851,0.0336813056438985,0.0735999553312354
"SGL-WQS (survey, lambda.min path)",1500,"Nitrile_amide_cyanide_related_pos","Nitrile/amide/cyanide-related","Positive",0.170797968833926,0.0432130141308916,0.00551457344316381
"SGL-WQS (survey, lambda.min path)",1500,"Reactive_aldehydes_pos","Reactive aldehydes","Positive",0.0751913788042394,0.0286045901159343,0.0339793467765964
"SGL-WQS (survey, lambda.min path)",1500,"Aromatic_hydrocarbons_neg","Aromatic hydrocarbons","Negative",-0.11552760595841,0.0331917891096718,0.0102578396073976
"SGL-WQS (survey, lambda.min path)",1500,"Dienes_alkenes_epoxides_neg","Dienes/alkenes/epoxides","Negative",-0.178773059966551,0.032695866923091,0.000938095497449804
"SGL-WQS (survey, lambda.min path)",1500,"Nitrile_amide_cyanide_related_neg","Nitrile/amide/cyanide-related","Negative",-0.06516484801346,0.0267330517067787,0.0449159394016303
"gWQS",1618,"pwqs","Overall mixture","Positive",0.367689933311555,0.0865259049098111,2.38196942529907e-05
"gWQS",1618,"nwqs","Overall mixture","Negative",-0.322280053998371,0.0794000504913026,5.38868359222415e-05
"groupWQS",1618,"GWQS1","Aromatic hydrocarbons","Combined",-0.0537189303943345,0.0467095361441451,0.250453027758826
"groupWQS",1618,"GWQS2","Dienes/alkenes/epoxides","Combined",-0.080788841815262,0.0487955209257207,0.0981730979538516
"groupWQS",1618,"GWQS3","Nitrile/amide/cyanide-related","Combined",0.0931460406962656,0.0517470278181761,0.0722238389141397
"groupWQS",1618,"GWQS4","Reactive aldehydes","Combined",0.0716252499832465,0.0465845477062165,0.124548753619338
"SGL-WQS (unweighted, lambda=0)",1618,"Aromatic_hydrocarbons_pos","Aromatic hydrocarbons","Positive",0.0637222423744336,0.0289664414565545,0.0279266820155842
"SGL-WQS (unweighted, lambda=0)",1618,"Dienes_alkenes_epoxides_pos","Dienes/alkenes/epoxides","Positive",0.0505287198551155,0.0277881372642165,0.0691542341309376
"SGL-WQS (unweighted, lambda=0)",1618,"Nitrile_amide_cyanide_related_pos","Nitrile/amide/cyanide-related","Positive",0.206160106822262,0.0386033384153154,1.02874290379591e-07
"SGL-WQS (unweighted, lambda=0)",1618,"Reactive_aldehydes_pos","Reactive aldehydes","Positive",0.065239425892528,0.0261246118499283,0.0125935493530599
"SGL-WQS (unweighted, lambda=0)",1618,"Aromatic_hydrocarbons_neg","Aromatic hydrocarbons","Negative",-0.100495925217755,0.0250573059598072,6.2702683168774e-05
"SGL-WQS (unweighted, lambda=0)",1618,"Dienes_alkenes_epoxides_neg","Dienes/alkenes/epoxides","Negative",-0.152499830773159,0.032974506827608,3.98155317372046e-06
"SGL-WQS (unweighted, lambda=0)",1618,"Nitrile_amide_cyanide_related_neg","Nitrile/amide/cyanide-related","Negative",-0.0430806801604577,0.0214346920559355,0.0445757933032246
"SGL-WQS (unweighted, lambda=0)",1618,"Reactive_aldehydes_neg","Reactive aldehydes","Negative",-0.0445682640978355,0.0254779158175302,0.0803890923675073
"SGL-WQS (unweighted, lambda.min path)",1618,"Aromatic_hydrocarbons_pos","Aromatic hydrocarbons","Positive",0.0576942419892064,0.0265526448521167,0.0299066076863594
"SGL-WQS (unweighted, lambda.min path)",1618,"Dienes_alkenes_epoxides_pos","Dienes/alkenes/epoxides","Positive",0.049566992688834,0.0277592729679536,0.074310198516759
"SGL-WQS (unweighted, lambda.min path)",1618,"Nitrile_amide_cyanide_related_pos","Nitrile/amide/cyanide-related","Positive",0.202666622155268,0.0380414791513335,1.1038022784863e-07
"SGL-WQS (unweighted, lambda.min path)",1618,"Reactive_aldehydes_pos","Reactive aldehydes","Positive",0.0619407033208809,0.025746671701314,0.016225390422374
"SGL-WQS (unweighted, lambda.min path)",1618,"Aromatic_hydrocarbons_neg","Aromatic hydrocarbons","Negative",-0.0966744702578101,0.0246301493029376,8.95464833946747e-05
"SGL-WQS (unweighted, lambda.min path)",1618,"Dienes_alkenes_epoxides_neg","Dienes/alkenes/epoxides","Negative",-0.143692080601562,0.0314866702910896,5.32347302395443e-06
"SGL-WQS (unweighted, lambda.min path)",1618,"Nitrile_amide_cyanide_related_neg","Nitrile/amide/cyanide-related","Negative",-0.0425018956295511,0.0214295483755283,0.0474623710197954
"SGL-WQS (unweighted, lambda.min path)",1618,"Reactive_aldehydes_neg","Reactive aldehydes","Negative",-0.0441667080907334,0.0254303025316769,0.0825756935288962
"SGL-WQS (survey, lambda.min path)",1618,"Aromatic_hydrocarbons_pos","Aromatic hydrocarbons","Positive",0.0721493639263768,0.0436367220677216,0.142225381814881
"SGL-WQS (survey, lambda.min path)",1618,"Dienes_alkenes_epoxides_pos","Dienes/alkenes/epoxides","Positive",0.0711618736023886,0.0337069975356688,0.0726606437433264
"SGL-WQS (survey, lambda.min path)",1618,"Nitrile_amide_cyanide_related_pos","Nitrile/amide/cyanide-related","Positive",0.171141289972604,0.0432341227858124,0.0054723172773269
"SGL-WQS (survey, lambda.min path)",1618,"Reactive_aldehydes_pos","Reactive aldehydes","Positive",0.0768905566893277,0.0285017669317926,0.0307390829372144
"SGL-WQS (survey, lambda.min path)",1618,"Aromatic_hydrocarbons_neg","Aromatic hydrocarbons","Negative",-0.116288200271035,0.0333489821508971,0.0101696058702015
"SGL-WQS (survey, lambda.min path)",1618,"Dienes_alkenes_epoxides_neg","Dienes/alkenes/epoxides","Negative",-0.182505024978328,0.0326506029182617,0.000824852379007465
"SGL-WQS (survey, lambda.min path)",1618,"Nitrile_amide_cyanide_related_neg","Nitrile/amide/cyanide-related","Negative",-0.0641662440807972,0.0261994542546993,0.0441626457309312
"gWQS",1729,"pwqs","Overall mixture","Positive",0.250078847369792,0.0848838668586257,0.00331048170422058
"gWQS",1729,"nwqs","Overall mixture","Negative",-0.234948919119757,0.0807786321540556,0.00373085189566182
"groupWQS",1729,"GWQS1","Aromatic hydrocarbons","Combined",0.000828657812275548,0.0441259999661936,0.985021691674308
"groupWQS",1729,"GWQS2","Dienes/alkenes/epoxides","Combined",-0.161517082565061,0.0599953362515621,0.00724383017299542
"groupWQS",1729,"GWQS3","Nitrile/amide/cyanide-related","Combined",0.144272020107913,0.058540454006967,0.0139251139611067
"groupWQS",1729,"GWQS4","Reactive aldehydes","Combined",0.0593198948793163,0.048009722088298,0.216968254211953
"SGL-WQS (unweighted, lambda=0)",1729,"Aromatic_hydrocarbons_pos","Aromatic hydrocarbons","Positive",0.0637222423744336,0.0289664414565545,0.0279266820155842
"SGL-WQS (unweighted, lambda=0)",1729,"Dienes_alkenes_epoxides_pos","Dienes/alkenes/epoxides","Positive",0.0505287198551155,0.0277881372642165,0.0691542341309376
"SGL-WQS (unweighted, lambda=0)",1729,"Nitrile_amide_cyanide_related_pos","Nitrile/amide/cyanide-related","Positive",0.206160106822262,0.0386033384153154,1.02874290379591e-07
"SGL-WQS (unweighted, lambda=0)",1729,"Reactive_aldehydes_pos","Reactive aldehydes","Positive",0.065239425892528,0.0261246118499283,0.0125935493530599
"SGL-WQS (unweighted, lambda=0)",1729,"Aromatic_hydrocarbons_neg","Aromatic hydrocarbons","Negative",-0.100495925217755,0.0250573059598072,6.2702683168774e-05
"SGL-WQS (unweighted, lambda=0)",1729,"Dienes_alkenes_epoxides_neg","Dienes/alkenes/epoxides","Negative",-0.152499830773159,0.032974506827608,3.98155317372046e-06
"SGL-WQS (unweighted, lambda=0)",1729,"Nitrile_amide_cyanide_related_neg","Nitrile/amide/cyanide-related","Negative",-0.0430806801604577,0.0214346920559355,0.0445757933032246
"SGL-WQS (unweighted, lambda=0)",1729,"Reactive_aldehydes_neg","Reactive aldehydes","Negative",-0.0445682640978355,0.0254779158175302,0.0803890923675073
"SGL-WQS (unweighted, lambda.min path)",1729,"Aromatic_hydrocarbons_pos","Aromatic hydrocarbons","Positive",0.0563048383112347,0.0260569362653812,0.030822173122099
"SGL-WQS (unweighted, lambda.min path)",1729,"Dienes_alkenes_epoxides_pos","Dienes/alkenes/epoxides","Positive",0.049690806769459,0.0277496300699891,0.0734901626216341
"SGL-WQS (unweighted, lambda.min path)",1729,"Nitrile_amide_cyanide_related_pos","Nitrile/amide/cyanide-related","Positive",0.202736586150033,0.0380756051419421,1.12154220334561e-07
"SGL-WQS (unweighted, lambda.min path)",1729,"Reactive_aldehydes_pos","Reactive aldehydes","Positive",0.0613746003511474,0.0256946600620803,0.0170012180463188
"SGL-WQS (unweighted, lambda.min path)",1729,"Aromatic_hydrocarbons_neg","Aromatic hydrocarbons","Negative",-0.0955144902570479,0.0244238475727526,9.49918102330337e-05
"SGL-WQS (unweighted, lambda.min path)",1729,"Dienes_alkenes_epoxides_neg","Dienes/alkenes/epoxides","Negative",-0.142601426096596,0.0312847166006141,5.46083298030277e-06
"SGL-WQS (unweighted, lambda.min path)",1729,"Nitrile_amide_cyanide_related_neg","Nitrile/amide/cyanide-related","Negative",-0.0425818724791581,0.0214305956736723,0.0470577456433052
"SGL-WQS (unweighted, lambda.min path)",1729,"Reactive_aldehydes_neg","Reactive aldehydes","Negative",-0.0440352120229151,0.0254182480668287,0.0833468450725696
"SGL-WQS (survey, lambda.min path)",1729,"Aromatic_hydrocarbons_pos","Aromatic hydrocarbons","Positive",0.07027680415953,0.0454508762119686,0.165972809030515
"SGL-WQS (survey, lambda.min path)",1729,"Dienes_alkenes_epoxides_pos","Dienes/alkenes/epoxides","Positive",0.0705446816155162,0.0336439748183877,0.0742210796551845
"SGL-WQS (survey, lambda.min path)",1729,"Nitrile_amide_cyanide_related_pos","Nitrile/amide/cyanide-related","Positive",0.170555536941386,0.0432072020043439,0.00555055596250636
"SGL-WQS (survey, lambda.min path)",1729,"Reactive_aldehydes_pos","Reactive aldehydes","Positive",0.0740767562334228,0.0286530298611588,0.0361915884506879
"SGL-WQS (survey, lambda.min path)",1729,"Aromatic_hydrocarbons_neg","Aromatic hydrocarbons","Negative",-0.114998796713884,0.0330929049199542,0.0103354193259645
"SGL-WQS (survey, lambda.min path)",1729,"Dienes_alkenes_epoxides_neg","Dienes/alkenes/epoxides","Negative",-0.176061742776812,0.0327156034407897,0.00102861915828132
"SGL-WQS (survey, lambda.min path)",1729,"Nitrile_amide_cyanide_related_neg","Nitrile/amide/cyanide-related","Negative",-0.0661478225950416,0.0273252752858501,0.0460410475770136
"gWQS",1847,"pwqs","Overall mixture","Positive",0.417509924086514,0.0895118362633493,3.60228254179678e-06
"gWQS",1847,"nwqs","Overall mixture","Negative",-0.337906198257188,0.0814231185139174,3.66391479648674e-05
"groupWQS",1847,"GWQS1","Aromatic hydrocarbons","Combined",-0.0338958664080922,0.0521275794157303,0.515714021663847
"groupWQS",1847,"GWQS2","Dienes/alkenes/epoxides","Combined",-0.180064590813312,0.0540985896638092,0.000912237972308845
"groupWQS",1847,"GWQS3","Nitrile/amide/cyanide-related","Combined",0.218170894284272,0.0546317399789679,7.09558089313516e-05
"groupWQS",1847,"GWQS4","Reactive aldehydes","Combined",0.0776772485662365,0.0515468149291232,0.132214692880976
"SGL-WQS (unweighted, lambda=0)",1847,"Aromatic_hydrocarbons_pos","Aromatic hydrocarbons","Positive",0.0637222423744336,0.0289664414565545,0.0279266820155842
"SGL-WQS (unweighted, lambda=0)",1847,"Dienes_alkenes_epoxides_pos","Dienes/alkenes/epoxides","Positive",0.0505287198551155,0.0277881372642165,0.0691542341309376
"SGL-WQS (unweighted, lambda=0)",1847,"Nitrile_amide_cyanide_related_pos","Nitrile/amide/cyanide-related","Positive",0.206160106822262,0.0386033384153154,1.02874290379591e-07
"SGL-WQS (unweighted, lambda=0)",1847,"Reactive_aldehydes_pos","Reactive aldehydes","Positive",0.065239425892528,0.0261246118499283,0.0125935493530599
"SGL-WQS (unweighted, lambda=0)",1847,"Aromatic_hydrocarbons_neg","Aromatic hydrocarbons","Negative",-0.100495925217755,0.0250573059598072,6.2702683168774e-05
"SGL-WQS (unweighted, lambda=0)",1847,"Dienes_alkenes_epoxides_neg","Dienes/alkenes/epoxides","Negative",-0.152499830773159,0.032974506827608,3.98155317372046e-06
"SGL-WQS (unweighted, lambda=0)",1847,"Nitrile_amide_cyanide_related_neg","Nitrile/amide/cyanide-related","Negative",-0.0430806801604577,0.0214346920559355,0.0445757933032246
"SGL-WQS (unweighted, lambda=0)",1847,"Reactive_aldehydes_neg","Reactive aldehydes","Negative",-0.0445682640978355,0.0254779158175302,0.0803890923675073
"SGL-WQS (unweighted, lambda.min path)",1847,"Aromatic_hydrocarbons_pos","Aromatic hydrocarbons","Positive",0.0607318752773225,0.0277224418501216,0.0285838269104537
"SGL-WQS (unweighted, lambda.min path)",1847,"Dienes_alkenes_epoxides_pos","Dienes/alkenes/epoxides","Positive",0.0495557649366999,0.0277767921128832,0.074558592600155
"SGL-WQS (unweighted, lambda.min path)",1847,"Nitrile_amide_cyanide_related_pos","Nitrile/amide/cyanide-related","Positive",0.203132440463563,0.038099532817237,1.07944408635425e-07
"SGL-WQS (unweighted, lambda.min path)",1847,"Reactive_aldehydes_pos","Reactive aldehydes","Positive",0.0627314268181235,0.0258573959995108,0.0153489594387435
"SGL-WQS (unweighted, lambda.min path)",1847,"Aromatic_hydrocarbons_neg","Aromatic hydrocarbons","Negative",-0.0985172696512561,0.0248756183596197,7.73563179518198e-05
"SGL-WQS (unweighted, lambda.min path)",1847,"Dienes_alkenes_epoxides_neg","Dienes/alkenes/epoxides","Negative",-0.146272519252189,0.0319183922169586,4.86349137744154e-06
"SGL-WQS (unweighted, lambda.min path)",1847,"Nitrile_amide_cyanide_related_neg","Nitrile/amide/cyanide-related","Negative",-0.0425119378877179,0.0214293170097784,0.0474076528083324
"SGL-WQS (unweighted, lambda.min path)",1847,"Reactive_aldehydes_neg","Reactive aldehydes","Negative",-0.0444322855770455,0.0254535594416536,0.0810250734962801
"SGL-WQS (survey, lambda.min path)",1847,"Aromatic_hydrocarbons_pos","Aromatic hydrocarbons","Positive",0.0716293806233362,0.0441414346994245,0.148678020947898
"SGL-WQS (survey, lambda.min path)",1847,"Dienes_alkenes_epoxides_pos","Dienes/alkenes/epoxides","Positive",0.0710318948902437,0.0337067447340334,0.073073852155396
"SGL-WQS (survey, lambda.min path)",1847,"Nitrile_amide_cyanide_related_pos","Nitrile/amide/cyanide-related","Positive",0.170984925688399,0.0432201320679614,0.0054886994170275
